gen,seq,delta_ns
1789211068009-tick,821,50738400
1789211068009-tick,822,49996400
1789211068009-tick,823,49641700
1789211068009-tick,824,49804400
1789211068009-tick,825,50110400
1789211068009-tick,826,50499800
1789211068009-tick,827,49667200
1789211068009-tick,828,49884800
1789211068009-tick,829,49941200
1789211068009-tick,830,50412400
1789211068009-tick,831,49383000
1789211068009-tick,832,51009700
1789211068009-tick,833,48906000
1789211068009-tick,834,49981500
1789211068009-tick,835,51899700
1789211068009-tick,836,49099100
1789211068009-tick,837,49100400
1789211068009-tick,838,50208200
1789211068009-tick,839,49689100
1789211068009-tick,840,49916500
1789211068009-tick,841,51112000
1789211068009-tick,842,49878900
1789211068009-tick,843,50410800
1789211068009-tick,844,48981800
1789211068009-tick,845,51489600
1789211068009-tick,846,48826500
1789211068009-tick,847,51268700
1789211068009-tick,848,48208800
1789211068009-tick,849,51777600
1789211068009-tick,850,49386200
1789211068009-tick,851,50112800
1789211068009-tick,852,49215200
1789211068009-tick,853,50151400
1789211068009-tick,854,50148400
1789211068009-tick,855,50843800
1789211068009-tick,856,49285000
1789211068009-tick,857,49016500
1789211068009-tick,858,50230900
1789211068009-tick,859,51485800
1789211068009-tick,860,49909300
1789211068009-tick,861,49178300
1789211068009-tick,862,49254700
1789211068009-tick,863,51105500
1789211068009-tick,864,49762200
1789211068009-tick,865,49482700
1789211068009-tick,866,50438300
1789211068009-tick,867,50491500
1789211068009-tick,868,49188600
1789211068009-tick,869,49990800
1789211068009-tick,870,50988200
1789211068009-tick,871,48672500
1789211068009-tick,872,50347500
1789211068009-tick,873,49405700
1789211068009-tick,874,51890200
1789211068009-tick,875,48992700
1789211068009-tick,876,49768300
1789211068009-tick,877,49796500
1789211068009-tick,878,50209700
1789211068009-tick,879,49369400
1789211068009-tick,880,50989900
1789211068009-tick,881,50067500
1789211068009-tick,882,50533500
1789211068009-tick,883,48335600
1789211068009-tick,884,50736000
1789211068009-tick,885,49292700
1789211068009-tick,886,50971300
1789211068009-tick,887,50208400
1789211068009-tick,888,48792500
